Age, MonthlyIncome, YearsAtCompany, TotalWorkingYears, DistanceFromHome, JobSatisfaction, WorkLifeBalance, OverTime, NumCompaniesWorked, TrainingTimesLastYear, Attrition
 21,         34472,              0,                 3,                8,               2,               2, No      ,                  0,                     1, No
 51,        117463,             14,                22,                5,               4,               3, Yes     ,                  2,                     5, No
 34,         80882,              3,                16,               30,               1,               2, No      ,                  6,                     4, No
 47,         84358,              8,                12,               34,               1,               1, Yes     ,                  3,                     5, No
 37,        105987,             12,                16,               15,               1,               1, Yes     ,                  0,                     2, Yes
 35,         93712,             15,                15,               40,               4,               4, No      ,                  1,                     5, No
 56,        147505,              3,                31,               37,               1,               1, Yes     ,                  7,                     0, No
 24,         18000,              5,                 6,               19,               4,               3, No      ,                  2,                     5, No
 50,        170246,              2,                32,               12,               3,               2, Yes     ,                  0,                     0, No
 50,        157391,              9,                27,               38,               1,               2, No      ,                  6,                     4, No
 36,        109202,              3,                18,               34,               4,               4, Yes     ,                  4,                     1, No
 31,         60766,              2,                13,                9,               1,               3, No      ,                  4,                     6, No
 21,         46728,              0,                 3,               13,               1,               3, Yes     ,                  8,                     5, Yes
 58,         79490,              0,                10,               25,               3,               2, No      ,                  2,                     0, No
 58,        100459,             10,                12,               26,               2,               2, No      ,                  5,                     6, No
 30,         56630,              0,                12,                9,               2,               3, Yes     ,                  6,                     1, No
 22,         34724,              1,                 4,               48,               1,               1, No      ,                  5,                     3, No
 25,         64851,              5,                 7,               20,               3,               1, No      ,                  1,                     0, No
 23,         44033,              5,                 5,               20,               1,               3, No      ,                  6,                     0, No
 54,         48088,             10,                11,                4,               1,               3, Yes     ,                  6,                     1, No
 56,        163863,              4,                32,               44,               3,               1, Yes     ,                  1,                     3, Yes
 27,         70216,              9,                 9,               12,               2,               4, No      ,                  1,                     3, No
 50,         69783,              7,                11,               50,               3,               3, No      ,                  6,                     5, No
 28,         67953,              1,                10,               25,               1,               1, Yes     ,                  1,                     1, Yes
 35,         88743,              8,                17,               44,               3,               4, No      ,                  7,                     5, No
 44,        157809,             24,                26,                9,               4,               4, No      ,                  0,                     0, No
 49,         35188,              3,                 7,                9,               2,               2, No      ,                  8,                     2, Yes
 55,         99628,              4,                21,               41,               2,               2, No      ,                  6,                     1, No
 22,         38998,              4,                 4,               41,               3,               2, No      ,                  3,                     0, No
 28,         79821,             10,                10,               28,               3,               3, Yes     ,                  2,                     4, No
 32,         18000,              0,                 0,                2,               1,               1, No      ,                  3,                     6, Yes
 33,         40415,             10,                10,               48,               3,               2, Yes     ,                  6,                     4, No
 60,        111321,             29,                30,               20,               1,               1, No      ,                  6,                     5, No
 52,         56189,              7,                 8,               47,               3,               1, No      ,                  1,                     4, Yes
 33,         43870,              4,                10,               44,               4,               2, No      ,                  4,                     0, No
 59,         61278,              2,                11,               43,               3,               3, Yes     ,                  8,                     2, Yes
 40,         59105,              4,                 6,               35,               4,               4, Yes     ,                  2,                     5, No
 41,         31452,              1,                 5,               34,               2,               1, No      ,                  6,                     0, Yes
 38,         76563,              6,                12,               27,               4,               1, No      ,                  1,                     0, No
 26,         50212,              5,                 8,                2,               4,               2, No      ,                  7,                     5, No
 58,         34098,              0,                 0,               20,               4,               3, No      ,                  1,                     0, No
 21,         43152,              3,                 3,               37,               3,               4, No      ,                  2,                     6, No
 27,         18000,              0,                 2,               41,               3,               3, Yes     ,                  4,                     5, Yes
 30,         69364,              3,                12,               28,               3,               3, No      ,                  3,                     4, Yes
 32,         78587,              7,                 9,               36,               4,               1, Yes     ,                  1,                     3, No
 26,         62681,              0,                 8,                2,               4,               1, No      ,                  5,                     0, No
 21,         18000,              2,                 3,               24,               2,               1, Yes     ,                  0,                     2, No
 48,        151401,             21,                28,               26,               1,               3, Yes     ,                  8,                     5, No
 59,         94877,             12,                22,               45,               1,               2, No      ,                  0,                     6, Yes
 25,         76825,              3,                 7,               16,               1,               1, No      ,                  3,                     3, No
 32,         99234,             12,                14,               12,               1,               3, Yes     ,                  8,                     5, Yes
 41,         98618,              6,                17,               18,               1,               4, Yes     ,                  1,                     5, No
 58,        167630,             24,                34,                9,               1,               2, No      ,                  0,                     0, No
 48,        144237,             14,                30,               28,               4,               4, Yes     ,                  6,                     4, No
 51,        122413,              0,                21,               33,               1,               3, Yes     ,                  0,                     4, No
 44,        116126,             13,                24,               41,               3,               3, No      ,                  8,                     3, No
 37,         64040,              0,                 9,               49,               2,               4, Yes     ,                  4,                     5, No
 28,         79695,             10,                10,                4,               1,               1, No      ,                  7,                     6, Yes
 55,        112687,             15,                24,               13,               3,               4, No      ,                  2,                     3, No
 53,        145309,             12,                32,               16,               4,               4, Yes     ,                  1,                     2, No
 22,         18000,              2,                 4,               13,               4,               4, Yes     ,                  8,                     6, No
 49,        120439,             17,                28,               42,               4,               3, Yes     ,                  6,                     6, No
 24,         18000,              1,                 6,                7,               3,               4, Yes     ,                  8,                     4, Yes
 50,         60337,              2,                 6,                2,               3,               4, Yes     ,                  2,                     4, No
 54,         79760,              2,                 6,               44,               1,               4, No      ,                  3,                     0, No
 26,         81256,              2,                 8,               49,               4,               4, No      ,                  5,                     2, Yes
 38,         38930,              9,                11,               12,               3,               4, No      ,                  4,                     1, No
 25,         47647,              0,                 3,               17,               2,               2, No      ,                  2,                     3, No
 43,        110598,             13,                15,               26,               2,               3, No      ,                  3,                     5, No
 58,        110377,              8,                23,               27,               3,               2, No      ,                  5,                     1, No
 24,         49026,              3,                 6,               50,               1,               4, Yes     ,                  0,                     6, Yes
 36,         61458,              2,                18,               21,               4,               4, Yes     ,                  3,                     0, No
 59,        144401,             11,                28,                1,               2,               4, Yes     ,                  2,                     0, No
 33,         65856,             12,                15,               22,               1,               3, Yes     ,                  0,                     6, No
 26,         59193,              2,                 8,               28,               2,               2, Yes     ,                  1,                     0, No
 40,         56898,              2,                15,               26,               4,               1, No      ,                  4,                     5, No
 41,         52771,              3,                 5,               26,               2,               3, No      ,                  0,                     5, No
 47,         44641,              0,                 1,               47,               3,               3, Yes     ,                  3,                     2, Yes
 33,         70903,              5,                15,               41,               4,               3, No      ,                  5,                     0, No
 59,        144335,             15,                34,               13,               1,               3, No      ,                  7,                     2, No
 41,         79792,             13,                23,               18,               4,               4, No      ,                  0,                     0, No
 32,         29805,              2,                 3,               34,               2,               1, No      ,                  3,                     4, No
 59,         53531,              7,                10,               21,               3,               2, Yes     ,                  0,                     6, No
 57,         18000,              1,                 1,               22,               1,               3, No      ,                  3,                     6, No
 40,         34354,              0,                 1,                9,               1,               4, No      ,                  4,                     5, No
 21,         26501,              1,                 3,               13,               4,               4, No      ,                  7,                     5, No
 44,         86637,              0,                20,               38,               4,               4, No      ,                  3,                     6, No
 43,         20418,              0,                 2,               43,               4,               4, No      ,                  8,                     5, No
 26,         74883,              1,                 8,               40,               3,               4, No      ,                  1,                     4, No
 46,        100053,             10,                16,               16,               2,               3, Yes     ,                  0,                     6, No
 54,         57460,              8,                 9,                7,               1,               1, No      ,                  0,                     2, No
 25,         62544,              6,                 7,                8,               2,               3, Yes     ,                  3,                     2, No
 49,        118704,             18,                28,               20,               3,               3, No      ,                  1,                     6, No
 26,         56183,              7,                 8,               26,               2,               1, No      ,                  0,                     2, Yes
 50,         28852,              0,                 1,               45,               2,               4, No      ,                  2,                     2, No
 37,         18000,              1,                 1,               45,               1,               3, No      ,                  8,                     1, No
 21,         42438,              3,                 3,                1,               2,               4, No      ,                  7,                     1, No
 59,         24752,              0,                 4,               36,               1,               1, Yes     ,                  0,                     4, Yes
 27,         68977,              4,                 9,               15,               1,               4, Yes     ,                  8,                     6, No
 44,         86533,             11,                13,               10,               1,               2, Yes     ,                  1,                     0, Yes
 28,         18000,              5,                10,               28,               3,               3, No      ,                  3,                     4, No
 58,         51826,              2,                 2,                2,               2,               3, No      ,                  2,                     5, No
 50,        101543,             30,                32,               17,               1,               3, Yes     ,                  3,                     6, No
 53,        115911,             12,                25,               28,               3,               4, No      ,                  6,                     5, No
 38,        107656,              1,                16,               14,               1,               1, Yes     ,                  6,                     1, No
 39,         45689,              2,                 7,               30,               1,               3, No      ,                  5,                     3, No
 46,        113209,              6,                28,               24,               1,               4, Yes     ,                  5,                     6, No
 52,         44313,              5,                10,               40,               2,               1, No      ,                  6,                     6, Yes
 54,        111884,             10,                17,               10,               4,               2, No      ,                  1,                     4, No
 21,         18000,              1,                 3,                3,               1,               2, No      ,                  3,                     6, No
 47,         75922,              1,                 8,               27,               2,               3, Yes     ,                  0,                     4, No
 25,         50408,              2,                 7,               13,               1,               4, No      ,                  6,                     0, No
 32,         21537,              4,                 5,               36,               2,               4, No      ,                  3,                     6, No
 54,         18000,              0,                 0,                5,               3,               4, No      ,                  5,                     1, No
 31,         45690,              0,                10,               29,               2,               2, No      ,                  5,                     2, No
 52,         54392,              1,                 4,               50,               3,               3, No      ,                  2,                     1, No
 39,         93984,             13,                14,                5,               4,               1, Yes     ,                  1,                     5, No
 30,         41455,              1,                12,               16,               4,               2, No      ,                  8,                     0, No
 34,         35735,              2,                 5,               43,               3,               1, Yes     ,                  2,                     4, No
 42,         18000,              0,                 0,               27,               3,               1, No      ,                  0,                     6, No
 51,         57883,              0,                 3,                9,               4,               4, Yes     ,                  2,                     5, No
 45,         73298,              1,                18,               11,               4,               4, Yes     ,                  8,                     2, Yes
 58,         88676,              4,                 9,               39,               2,               3, No      ,                  2,                     6, No
 55,         92801,              9,                17,               44,               1,               1, No      ,                  8,                     2, Yes
 51,         18000,              0,                 1,               19,               1,               1, No      ,                  4,                     4, No
 45,         56009,              0,                11,               24,               4,               1, No      ,                  7,                     3, No
 32,         66371,              2,                14,               40,               3,               3, Yes     ,                  5,                     0, Yes
 37,         62057,             10,                15,                9,               2,               1, Yes     ,                  0,                     0, No
 25,         53107,              6,                 7,               11,               2,               2, No      ,                  4,                     1, Yes
 35,         71298,              3,                17,               39,               2,               4, No      ,                  3,                     6, No
 58,         49953,              5,                16,               10,               4,               4, No      ,                  1,                     6, No
 38,         99166,              7,                20,               39,               3,               4, No      ,                  4,                     2, No
 25,         18949,              2,                 7,               25,               4,               2, No      ,                  0,                     6, No
 47,         46261,              2,                 9,               50,               2,               3, Yes     ,                  6,                     0, No
 59,         39236,              0,                 8,                2,               2,               1, No      ,                  7,                     6, No
 55,         52518,              6,                11,               48,               1,               4, No      ,                  0,                     1, No
 31,        112617,              5,                13,               12,               4,               1, No      ,                  4,                     0, No
 39,         56615,              3,                 8,                2,               3,               3, Yes     ,                  5,                     5, No
 42,        127217,              6,                24,               37,               3,               3, No      ,                  0,                     2, Yes
 30,         40425,             12,                12,               27,               2,               4, No      ,                  3,                     2, No
 31,         64829,              8,                13,               42,               2,               2, Yes     ,                  2,                     5, Yes
 30,         76275,              5,                12,                6,               4,               1, No      ,                  0,                     2, No
 60,         53958,              2,                12,                5,               2,               4, No      ,                  7,                     5, No
 50,         71945,              7,                 8,               29,               3,               3, No      ,                  4,                     1, No
 54,        109551,             23,                26,               45,               1,               2, No      ,                  6,                     0, Yes
 53,         63045,              0,                11,               21,               2,               2, No      ,                  5,                     2, Yes
 59,         45051,              8,                 8,               40,               4,               2, Yes     ,                  7,                     4, No
 25,         54358,              5,                 7,               46,               1,               2, Yes     ,                  8,                     1, Yes
 56,         81871,              1,                17,               44,               1,               2, Yes     ,                  5,                     1, Yes
 23,         21324,              1,                 1,               26,               4,               2, No      ,                  3,                     5, No
 40,         89150,              1,                17,               35,               2,               2, Yes     ,                  3,                     3, No
 44,         75981,              0,                16,               27,               2,               1, No      ,                  7,                     3, Yes
 35,        102132,              2,                17,               34,               3,               4, Yes     ,                  3,                     1, No
 26,         59891,              4,                 8,               29,               1,               1, Yes     ,                  4,                     0, No
 28,         45605,              4,                 6,               27,               1,               1, No      ,                  1,                     0, No
 53,         35252,              2,                 5,               22,               1,               1, No      ,                  8,                     4, Yes
 33,         99338,              1,                15,               33,               1,               4, No      ,                  5,                     0, No
 33,         21955,              0,                 1,               38,               1,               2, No      ,                  2,                     1, Yes
 57,         62679,             10,                11,               46,               3,               2, No      ,                  5,                     6, No
 26,         40684,              4,                 4,               31,               2,               2, No      ,                  3,                     2, No
 57,         52539,              0,                 0,                6,               1,               1, No      ,                  1,                     5, Yes
 57,        136474,             25,                33,               30,               1,               2, Yes     ,                  7,                     2, No
 44,         48457,              0,                 3,               16,               2,               1, No      ,                  7,                     6, Yes
 27,         18000,              0,                 0,                2,               4,               4, No      ,                  7,                     5, No
 27,         63711,              8,                 9,                4,               2,               1, Yes     ,                  3,                     3, No
 32,         75551,              4,                 6,               30,               1,               2, No      ,                  2,                     4, No
 44,        139996,             14,                26,               48,               1,               4, No      ,                  0,                     2, Yes
 27,         29271,              0,                 1,               26,               2,               4, No      ,                  6,                     6, No
 39,         32912,              5,                 5,               23,               1,               3, Yes     ,                  2,                     2, Yes
 25,         35159,              1,                 3,                5,               4,               1, No      ,                  8,                     5, No
 42,        118263,              1,                24,               34,               4,               2, No      ,                  7,                     4, No
 21,         20452,              0,                 3,                3,               2,               1, Yes     ,                  1,                     4, No
 49,         88182,              7,                17,               43,               4,               3, No      ,                  8,                     2, No
 23,         46571,              0,                 5,               41,               2,               2, Yes     ,                  1,                     5, No
 28,         20790,              1,                 3,               50,               1,               3, Yes     ,                  4,                     5, Yes
 27,         45287,              4,                 9,               15,               4,               3, No      ,                  4,                     5, No
 54,         31116,              8,                 8,                9,               4,               4, No      ,                  8,                     5, No
 23,         50033,              0,                 5,               15,               2,               2, No      ,                  5,                     1, No
 38,        115816,             12,                20,               40,               3,               4, Yes     ,                  7,                     6, No
 44,        135370,             24,                26,               11,               1,               2, No      ,                  5,                     5, Yes
 41,        110773,             14,                17,               45,               3,               3, Yes     ,                  7,                     1, No
 48,         23582,              0,                 0,                8,               3,               3, No      ,                  7,                     6, No
 53,         71056,             10,                10,                3,               3,               4, Yes     ,                  7,                     3, No
 36,        103069,              3,                18,               11,               3,               2, Yes     ,                  3,                     2, No
 54,        100152,             16,                19,               38,               3,               4, No      ,                  3,                     1, No
 33,         75445,             15,                15,               31,               3,               2, Yes     ,                  8,                     2, No
 60,        129055,              5,                16,               18,               4,               2, No      ,                  6,                     0, No
 41,         34865,              2,                 5,               33,               1,               2, Yes     ,                  8,                     4, Yes
 50,        144414,             17,                32,               33,               2,               3, No      ,                  5,                     4, No
 56,        143212,             13,                27,               28,               2,               3, No      ,                  8,                     4, No
 52,        169333,             10,                34,               26,               3,               1, No      ,                  6,                     3, No
 55,        122714,             30,                30,                6,               1,               4, Yes     ,                  6,                     2, No
 42,         84208,             10,                10,               13,               2,               4, No      ,                  1,                     5, No
 22,         37104,              1,                 4,               27,               4,               1, No      ,                  5,                     6, No
 40,         35603,              7,                 8,                7,               1,               4, Yes     ,                  6,                     0, No
 28,         85398,              4,                10,               24,               3,               3, Yes     ,                  6,                     2, Yes
 56,        117262,             16,                20,                6,               3,               1, No      ,                  8,                     6, No
 30,         49638,              7,                12,               40,               2,               2, Yes     ,                  2,                     6, Yes
 30,        104389,              6,                12,                6,               1,               4, No      ,                  2,                     6, No
 30,         84258,              1,                12,                5,               1,               2, No      ,                  8,                     1, No
 46,        139416,             18,                28,               32,               2,               4, Yes     ,                  8,                     3, No
 43,        155624,              8,                25,               12,               1,               2, No      ,                  1,                     0, No
 58,         33267,              0,                 2,               18,               1,               1, No      ,                  3,                     6, No
 37,         76095,              2,                13,               16,               1,               2, Yes     ,                  8,                     3, No
 32,         68915,             14,                14,               11,               1,               3, No      ,                  1,                     1, No
 22,         49273,              0,                 4,               39,               4,               3, Yes     ,                  7,                     0, No
 21,         43179,              3,                 3,               35,               3,               4, No      ,                  1,                     5, No
 35,         68464,             10,                11,               12,               1,               1, No      ,                  1,                     5, No
 58,         87580,              0,                19,               35,               3,               4, Yes     ,                  7,                     6, No
 41,        120939,             14,                23,               36,               1,               3, No      ,                  5,                     6, No
 56,         37544,              2,                 4,               27,               2,               1, Yes     ,                  4,                     5, No
 25,         27397,              2,                 7,               29,               1,               4, No      ,                  7,                     5, No
 24,         20707,              4,                 6,               47,               1,               2, Yes     ,                  2,                     5, No
 54,         61573,              3,                 7,               23,               1,               3, No      ,                  4,                     6, No
 25,         18000,              3,                 7,               20,               2,               3, No      ,                  5,                     3, No
 23,         46697,              2,                 5,               27,               2,               1, No      ,                  6,                     5, No
 37,         93195,             16,                19,               42,               2,               1, No      ,                  2,                     5, Yes
 57,         91748,              7,                11,               36,               3,               3, No      ,                  5,                     0, No
 48,        134918,             11,                29,                4,               3,               2, No      ,                  4,                     4, No
 24,         42271,              2,                 2,               23,               3,               1, No      ,                  4,                     2, Yes
 54,        145056,             25,                31,               37,               3,               1, No      ,                  7,                     0, No
 54,         28247,              1,                 1,               12,               3,               4, No      ,                  3,                     1, No
 53,        144463,             19,                26,               50,               2,               1, No      ,                  6,                     0, No
 57,         64074,              5,                12,               41,               1,               1, Yes     ,                  8,                     6, Yes
 30,         90338,             10,                12,               43,               2,               3, No      ,                  6,                     5, No
 60,         18000,              0,                 0,                5,               1,               1, No      ,                  8,                     0, No
 33,         90303,              5,                15,               29,               4,               3, Yes     ,                  5,                     4, No
 53,         59608,              1,                 5,               27,               2,               3, Yes     ,                  2,                     4, No
 44,        130481,             10,                23,               32,               4,               3, No      ,                  8,                     3, No
 52,        165696,             26,                26,               43,               4,               2, No      ,                  5,                     4, No
 46,        125858,             16,                28,               18,               2,               4, Yes     ,                  2,                     6, No
 46,        102175,              9,                25,               27,               4,               3, No      ,                  2,                     3, No
 45,         46102,              5,                10,               34,               2,               2, No      ,                  2,                     4, No
 52,        143088,              7,                26,               38,               1,               1, No      ,                  7,                     3, Yes
 50,        152763,             19,                29,               39,               1,               2, No      ,                  0,                     2, Yes
 26,         57441,              3,                 8,               17,               1,               1, No      ,                  6,                     6, Yes
 54,         18587,              2,                 4,               50,               4,               1, No      ,                  4,                     2, Yes
 42,        136604,              9,                24,                1,               2,               2, No      ,                  0,                     5, No
 33,         20955,              1,                 5,               25,               2,               1, No      ,                  5,                     4, Yes
 41,        131061,             21,                21,               31,               2,               1, No      ,                  6,                     4, No
 59,        107034,              3,                 8,                4,               2,               2, Yes     ,                  6,                     5, Yes
 55,         45396,              0,                 4,               23,               4,               3, Yes     ,                  4,                     5, Yes
 54,        145896,             10,                27,               30,               4,               1, No      ,                  3,                     3, Yes
 39,         34129,              3,                 5,               31,               1,               2, No      ,                  1,                     4, No
 52,         90216,              2,                24,                6,               3,               1, Yes     ,                  0,                     3, No
 36,         86751,              5,                18,               14,               2,               1, No      ,                  3,                     2, No
 48,         18000,              0,                 2,               13,               1,               1, No      ,                  5,                     5, Yes
 46,         21154,              3,                 6,               32,               4,               2, No      ,                  0,                     6, No
 30,        103402,              9,                12,               17,               1,               3, Yes     ,                  8,                     4, Yes
 31,         81512,             13,                13,               29,               1,               4, Yes     ,                  5,                     5, No
 23,         45634,              1,                 4,               37,               1,               3, No      ,                  2,                     5, No
 26,         50038,              7,                 8,               40,               2,               3, No      ,                  8,                     2, Yes
 38,         56688,              2,                 9,               10,               3,               4, No      ,                  1,                     0, No
 40,         39362,              0,                 0,               46,               2,               2, Yes     ,                  8,                     2, No
 27,         59218,              7,                 9,                9,               1,               4, No      ,                  2,                     5, No
 37,         31552,              0,                 0,                2,               1,               4, No      ,                  3,                     5, Yes
 45,         98272,             11,                19,                3,               4,               3, No      ,                  3,                     3, No
 30,         66241,              9,                12,               11,               4,               4, Yes     ,                  8,                     5, Yes
 34,         63876,             12,                16,               44,               4,               1, No      ,                  2,                     0, No
 35,         57801,              9,                17,               11,               3,               4, No      ,                  8,                     4, No
 41,         71892,              3,                13,               35,               3,               3, No      ,                  3,                     4, No
 35,         39817,              2,                 4,               21,               4,               1, Yes     ,                  2,                     3, Yes
 50,         82850,             17,                20,                2,               3,               1, Yes     ,                  5,                     5, No
 34,         88579,             16,                16,               23,               2,               3, Yes     ,                  6,                     3, No
 38,         35568,              3,                 3,                2,               2,               2, No      ,                  3,                     3, Yes
 36,         58792,              3,                18,               24,               2,               2, No      ,                  1,                     4, No
 28,         47528,              6,                10,               28,               1,               2, Yes     ,                  3,                     5, Yes
 48,        109131,              2,                19,               27,               1,               4, No      ,                  4,                     1, No
 30,         49967,              4,                 5,               15,               3,               2, Yes     ,                  0,                     2, No
 32,         60034,             14,                14,               39,               4,               1, No      ,                  0,                     2, No
 52,         50052,              0,                 6,               30,               1,               2, No      ,                  8,                     1, No
 58,         78203,              6,                 9,               13,               1,               1, Yes     ,                  0,                     2, No
 47,        140987,             24,                25,               22,               1,               3, Yes     ,                  3,                     2, No
 57,         24485,              1,                 1,                6,               4,               4, Yes     ,                  6,                     2, Yes
 55,         80776,              6,                16,               47,               2,               4, Yes     ,                  2,                     2, No
 40,         98872,              2,                21,               38,               2,               3, No      ,                  4,                     3, No
 51,         47221,              4,                 4,               15,               1,               4, Yes     ,                  0,                     4, No
 34,         67512,             10,                10,               34,               4,               2, Yes     ,                  7,                     2, No
 39,         83729,              7,                12,               34,               2,               3, No      ,                  5,                     5, Yes
 42,        120974,             23,                23,               31,               4,               1, No      ,                  7,                     3, No
 59,        183738,              0,                35,                3,               3,               3, Yes     ,                  7,                     5, Yes
 54,        149703,             19,                30,               44,               1,               3, Yes     ,                  3,                     0, No
 40,         61324,              0,                 6,               48,               4,               1, No      ,                  0,                     1, No
 47,         37675,              0,                 0,               49,               3,               3, No      ,                  3,                     3, No
 29,         18000,              1,                 1,               50,               3,               3, No      ,                  1,                     2, No
 53,         77653,             14,                21,               47,               1,               2, Yes     ,                  4,                     3, No
 43,         70783,              5,                 5,               37,               4,               3, Yes     ,                  1,                     1, No
 42,         60220,              5,                 8,                3,               4,               2, No      ,                  8,                     3, No
 51,        117139,              2,                30,               24,               2,               2, No      ,                  5,                     4, No
 46,        126751,              0,                28,               13,               1,               1, No      ,                  2,                     5, No
 23,         56894,              2,                 5,               11,               4,               2, Yes     ,                  8,                     1, No
 32,         54766,              7,                 9,               42,               4,               4, No      ,                  6,                     2, No
 28,         54783,              1,                10,               41,               3,               4, Yes     ,                  3,                     3, No
 50,        135416,             18,                21,               27,               3,               3, No      ,                  1,                     3, No
 22,         19949,              1,                 4,               37,               1,               3, No      ,                  3,                     5, No
 29,         53833,              5,                11,                7,               1,               3, No      ,                  5,                     2, Yes
 44,        101405,              3,                18,               12,               4,               2, Yes     ,                  6,                     4, No
 48,         87828,              6,                14,               44,               2,               2, No      ,                  2,                     6, No
 41,        127534,             10,                23,               23,               2,               3, No      ,                  6,                     2, No
 55,        139202,              0,                24,               28,               3,               4, No      ,                  2,                     5, No
 57,        105374,             11,                19,               24,               1,               2, No      ,                  2,                     2, No
 26,         64409,              7,                 8,               11,               1,               3, No      ,                  4,                     2, No
 59,        130734,             26,                27,               42,               1,               2, Yes     ,                  1,                     4, No
 45,        107129,              6,                20,               38,               2,               2, Yes     ,                  3,                     4, Yes
 46,         61736,              8,                 9,               35,               2,               2, Yes     ,                  3,                     3, Yes
 24,         51072,              6,                 6,               18,               1,               1, Yes     ,                  2,                     1, Yes
 45,        140906,             25,                25,               33,               2,               2, Yes     ,                  6,                     0, No
 50,        166393,             12,                32,               48,               2,               3, No      ,                  2,                     6, No
 44,         43796,              5,                 5,               33,               3,               3, Yes     ,                  6,                     6, Yes
 24,         32636,              3,                 6,               25,               3,               4, Yes     ,                  6,                     6, No
 41,        119818,              1,                23,               14,               4,               1, Yes     ,                  5,                     3, No
 58,         97096,              5,                18,               27,               4,               4, Yes     ,                  2,                     6, Yes
 49,        155677,             21,                31,               19,               2,               4, No      ,                  7,                     3, No
 26,         61717,              0,                 0,               31,               4,               2, No      ,                  2,                     0, No
 59,         18000,              0,                 1,                3,               3,               2, Yes     ,                  2,                     1, No
 59,        147201,             12,                28,               10,               1,               2, No      ,                  7,                     1, No
 27,         79032,              7,                 9,               40,               2,               3, No      ,                  3,                     2, No
 53,         99364,              2,                18,               20,               3,               4, No      ,                  6,                     6, No
 37,        127081,              7,                15,               22,               4,               3, No      ,                  0,                     2, No
 44,         73995,              3,                14,               28,               2,               3, Yes     ,                  5,                     4, No
 38,        111834,             11,                20,               22,               1,               3, No      ,                  7,                     1, No
 52,         20221,              0,                 3,               38,               1,               1, No      ,                  6,                     4, Yes
 60,        129073,             27,                27,               13,               1,               3, No      ,                  5,                     3, No
 52,        160881,              2,                32,               38,               3,               1, No      ,                  7,                     1, No
 58,        133833,             23,                23,               11,               3,               4, Yes     ,                  2,                     3, No
 58,         86544,             11,                14,               19,               2,               4, No      ,                  3,                     0, No
 24,         65664,              5,                 5,               30,               3,               3, No      ,                  0,                     6, No
 31,         74891,             11,                13,               45,               4,               2, No      ,                  6,                     4, No
 49,         83221,              3,                16,               12,               4,               3, No      ,                  6,                     6, No
 44,         91672,              5,                 5,               30,               1,               3, No      ,                  6,                     6, No
 23,         50096,              3,                 5,                4,               3,               3, No      ,                  6,                     1, No
 24,         34249,              6,                 6,                4,               4,               3, No      ,                  1,                     4, No
 41,         47303,              8,                 9,               39,               4,               1, No      ,                  5,                     0, No
 45,         30232,              4,                 6,               36,               2,               1, No      ,                  6,                     6, Yes
 27,         76658,              3,                 9,               19,               2,               2, No      ,                  1,                     5, No
 27,         44841,              0,                 7,               32,               4,               3, No      ,                  4,                     4, No
 26,         57893,              0,                 8,               20,               1,               2, No      ,                  8,                     6, Yes
 43,        125857,             10,                25,               14,               3,               3, Yes     ,                  3,                     5, No
 21,         47767,              3,                 3,               22,               1,               2, Yes     ,                  6,                     6, Yes
 43,        111759,             13,                25,               16,               4,               4, Yes     ,                  4,                     0, No
 40,         36240,              4,                 8,               41,               1,               2, No      ,                  5,                     0, No
 39,         55437,              1,                 7,               21,               1,               4, Yes     ,                  5,                     6, No
 48,         83217,              7,                12,               17,               2,               2, No      ,                  5,                     1, No
 41,         95186,             10,                16,               27,               1,               2, No      ,                  7,                     2, Yes
 50,        137630,             31,                31,               38,               2,               3, Yes     ,                  8,                     0, No
 51,        143395,             19,                26,               14,               2,               2, No      ,                  2,                     4, No
 57,        105211,             14,                23,               47,               2,               1, No      ,                  8,                     5, No
 52,        142812,             29,                31,               24,               3,               2, No      ,                  5,                     5, No
 41,        101609,             10,                23,               34,               3,               4, Yes     ,                  5,                     4, No
 40,        100021,             13,                13,               48,               4,               1, No      ,                  2,                     4, No
 30,         83802,              4,                12,               22,               2,               2, No      ,                  3,                     3, No
 44,        108490,              2,                18,               10,               3,               3, No      ,                  5,                     3, No
 26,         57050,              1,                 3,               38,               3,               3, Yes     ,                  3,                     3, No
 58,        181828,              3,                26,                1,               1,               2, No      ,                  2,                     6, No
 54,         87834,              2,                23,               23,               3,               1, No      ,                  7,                     1, No
 25,         38109,              7,                 7,               49,               4,               1, Yes     ,                  3,                     3, Yes
 52,         90709,             15,                19,               21,               2,               2, No      ,                  5,                     4, No
 25,         36085,              1,                 7,               35,               1,               4, Yes     ,                  0,                     3, Yes
 49,        132804,             26,                31,               27,               2,               1, No      ,                  0,                     0, No
 24,         41806,              0,                 6,               11,               2,               4, No      ,                  7,                     2, Yes
 40,         63101,              4,                15,               16,               3,               3, Yes     ,                  1,                     4, No
 47,         40631,              2,                 3,               27,               4,               1, No      ,                  7,                     4, No
 50,        140531,              8,                28,                6,               3,               2, No      ,                  8,                     5, No
 37,        110459,             14,                19,               21,               1,               1, Yes     ,                  4,                     6, No
 57,        136139,             22,                25,               21,               2,               4, No      ,                  7,                     4, No
 51,        163054,              2,                31,               42,               3,               3, No      ,                  3,                     4, No
 29,         61479,              0,                11,                7,               2,               2, Yes     ,                  8,                     2, No
 47,        177781,             27,                28,               43,               3,               2, No      ,                  2,                     2, No
 50,        101820,              9,                18,               21,               3,               3, No      ,                  3,                     5, No
